competencia,segmento,nivel,valor
2026-02,Acoes judiciais,top,28180825459.86
2026-02,Marcas e patentes,top,0.0
2026-02,Financeiro: credito pessoal,sub,24876637897.67
2026-02,Financeiro: consignado,sub,15675216273.239998
2026-02,Financeiro: credito corporativo,sub,7096426894.070001
2026-02,Financeiro: middle market,sub,746133578.1
2026-02,Financeiro: veiculos,sub,1885983689.6200001
2026-02,Financeiro: imobiliario empresarial,sub,328095543.07
2026-02,Financeiro: imobiliario residencial,sub,259752519.83
2026-02,Financeiro: outros,sub,203554782291.26
2026-03,Industrial,top,77749787091.56999
2026-03,Imobiliario,top,2987528977.6699996
2026-03,Comercial,top,144742969855.16998
2026-03,Servicos,top,60251585118.42
2026-03,Agronegocio,top,9395154691.439999
2026-03,Financeiro,top,267061215937.1
2026-03,Cartao de credito,top,74931561767.66
2026-03,Factoring,top,216575963.51999998
2026-03,Setor publico,top,40299642521.1
2026-03,Acoes judiciais,top,26047535677.550003
2026-03,Marcas e patentes,top,0.0
2026-03,Financeiro: credito pessoal,sub,26594628605.8
2026-03,Financeiro: consignado,sub,23965307051.61
2026-03,Financeiro: credito corporativo,sub,11787617439.099998
2026-03,Financeiro: middle market,sub,738543141.6100001
2026-03,Financeiro: veiculos,sub,3956509919.6200004
2026-03,Financeiro: imobiliario empresarial,sub,329363225.54
2026-03,Financeiro: imobiliario residencial,sub,259752519.83
2026-03,Financeiro: outros,sub,199429494033.99
2026-04,Industrial,top,77169788548.11
2026-04,Imobiliario,top,2923202326.9
2026-04,Comercial,top,133045522092.24
2026-04,Servicos,top,59973242933.71
2026-04,Agronegocio,top,9926775530.7
2026-04,Financeiro,top,308655292539.63
2026-04,Cartao de credito,top,76497313636.49
2026-04,Factoring,top,157725223.49
2026-04,Setor publico,top,38604981188.90001
2026-04,Acoes judiciais,top,29068507637.63
2026-04,Marcas e patentes,top,0.0
2026-04,Financeiro: credito pessoal,sub,27275390896.619995
2026-04,Financeiro: consignado,sub,24898223801.61
2026-04,Financeiro: credito corporativo,sub,23198322329.81
2026-04,Financeiro: middle market,sub,776220816.5400001
2026-04,Financeiro: veiculos,sub,4016465691.0699997
2026-04,Financeiro: imobiliario empresarial,sub,324539523.09000003
2026-04,Financeiro: imobiliario residencial,sub,259752519.83
2026-04,Financeiro: outros,sub,227906376961.06
2026-05,Industrial,top,74126608075.69
2026-05,Imobiliario,top,3140829328.5699997
2026-05,Comercial,top,116431147103.29001
2026-05,Servicos,top,70063707662.63
2026-05,Agronegocio,top,9319075688.65
2026-05,Financeiro,top,311597544547.02
2026-05,Cartao de credito,top,77849615259.46
2026-05,Factoring,top,87833735.47
2026-05,Setor publico,top,38832337077.32
2026-05,Acoes judiciais,top,27315528831.660004
2026-05,Marcas e patentes,top,0.0
2026-05,Financeiro: credito pessoal,sub,27983335116.97
2026-05,Financeiro: consignado,sub,19738150069.66
2026-05,Financeiro: credito corporativo,sub,33377035278.739998
2026-05,Financeiro: middle market,sub,738293306.7200001
2026-05,Financeiro: veiculos,sub,3850752695.1000004
2026-05,Financeiro: imobiliario empresarial,sub,326765824.93
2026-05,Financeiro: imobiliario residencial,sub,259752519.83
2026-05,Financeiro: outros,sub,225323459735.07
2026-06,Industrial,top,1032657846.28
2026-06,Imobiliario,top,530502681.06999993
2026-06,Comercial,top,24156544945.57
2026-06,Servicos,top,3954867045.5100007
2026-06,Agronegocio,top,2816105252.92
2026-06,Financeiro,top,40427219181.630005
2026-06,Cartao de credito,top,0.0
2026-06,Factoring,top,0.0
2026-06,Setor publico,top,250834291.11
2026-06,Acoes judiciais,top,7023184440.24
2026-06,Marcas e patentes,top,0.0
2026-06,Financeiro: credito pessoal,sub,0.0
2026-06,Financeiro: consignado,sub,44058305.76
2026-06,Financeiro: credito corporativo,sub,17279162700.739998
2026-06,Financeiro: middle market,sub,0.0
2026-06,Financeiro: veiculos,sub,0.0
2026-06,Financeiro: imobiliario empresarial,sub,0.0
2026-06,Financeiro: imobiliario residencial,sub,0.0
2026-06,Financeiro: outros,sub,23103998175.129997
