setor_n1,setor_n2,role,participant,cnpjs_unicos,linhas,volume_brl,rank_no_setor_role
Agro,Agro,custodiante_oferta,ID CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,1,4,12000000.0,59.0
Agro,Agro,custodiante_oferta,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,1,1,10000000.0,60.0
Agro,Agro,custodiante_oferta,TERRA GESTORA DE RECURSOS LTDA,1,1,10000000.0,61.0
Agro,Agro,custodiante_oferta,TERRA INVESTIMENTOS,1,1,10000000.0,62.0
Agro,Agro,custodiante_oferta,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,1,8000000.0,63.0
Agro,Agro,custodiante_oferta,ID CORRETORA DE TÍTULOS E VALORES MOBLIÁRIOS S.A.,1,1,6000000.0,64.0
Agro,Agro,custodiante_oferta,BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A,1,1,5000000.0,65.0
Agro,Agro,custodiante_oferta,"PLANNER CORRETORA DE VALORES S,A",1,1,5000000.0,66.0
Agro,Agro,custodiante_oferta,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,1,1,5000000.0,67.0
Agro,Agro,custodiante_oferta,TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,1,1,5000000.0,68.0
Agro,Agro,custodiante_oferta,ID CORRETORA DE TÍTULOS E VALORES S.A.,1,1,3000000.0,69.0
Agro,Agro,custodiante_oferta,REAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,1,1,2800000.0,70.0
Agro,Agro,custodiante_oferta,BRL Trust Distribuidora de Títulos e Valores Mobiliários S.A.,1,1,100000.0,71.0
Agro,Agro,gestor_cvm,ECO GESTÃO DE ATIVOS LTDA,6,8,7528351796.97,1.0
Agro,Agro,gestor_cvm,FARMTECH GESTÃO DE RECURSOS LTDA.,6,9,2386176278.14,2.0
Agro,Agro,gestor_cvm,ARTESANAL AGRO LTDA.,2,4,2310562140.56,3.0
Agro,Agro,gestor_cvm,REDASSET GESTAO DE RECURSOS LTDA,1,2,2278638469.72,4.0
Agro,Agro,gestor_cvm,ITAU UNIBANCO S.A.,2,4,1968970906.56,5.0
Agro,Agro,gestor_cvm,CATÁLISE INVESTIMENTOS LTDA.,1,2,1811741271.3,6.0
Agro,Agro,gestor_cvm,MILÊNIO CAPITAL GESTÃO DE INVESTIMENTOS LTDA.,3,3,1734603187.94,7.0
Agro,Agro,gestor_cvm,SOLIS INVESTIMENTOS S A,11,22,1710890146.8600001,8.0
Agro,Agro,gestor_cvm,CARMEL GESTORA DE ATIVOS LTDA,1,2,1702985571.0700002,9.0
Agro,Agro,gestor_cvm,ORRAM GESTÃO DE RECURSOS LTDA.,5,10,1654185272.12,10.0
Agro,Agro,gestor_cvm,GENIAL GESTÃO LTDA.,3,4,977669032.5899999,11.0
Agro,Agro,gestor_cvm,OURO PRETO GESTÃO DE RECURSOS S.A.,16,28,962415081.57,12.0
Agro,Agro,gestor_cvm,OPEA GESTORA DE RECURSOS LTDA.,7,11,854426696.8399999,13.0
Agro,Agro,gestor_cvm,TERCON INVESTIMENTOS LTDA,5,10,432331700.82,14.0
Agro,Agro,gestor_cvm,EUQUEROINVESTIR GESTÃO DE RECURSOS LTDA,2,2,409558250.71000004,15.0
Agro,Agro,gestor_cvm,KANASTRA ADMINISTRAÇÃO DE RECURSOS LTDA,2,3,387713297.57,16.0
Agro,Agro,gestor_cvm,TRACK CAPITAL GESTÃO DE RECURSOS LTDA,1,2,385804365.62,17.0
Agro,Agro,gestor_cvm,BRAVE GESTORA DE RECURSOS LTDA.,2,4,290051781.90999997,18.0
Agro,Agro,gestor_cvm,GV ATACAMA CAPITAL LTDA.,1,2,231373629.68,19.0
Agro,Agro,gestor_cvm,REGIA CAPITAL LTDA,3,5,224393631.26,20.0
Agro,Agro,gestor_cvm,INDIE CAPITAL INVESTIMENTOS LTDA.,2,4,171904334.55,21.0
Agro,Agro,gestor_cvm,M8 PARTNERS GESTORA DE RECURSOS LTDA.,1,2,161021756.1,22.0
Agro,Agro,gestor_cvm,FIELD GESTORA DE RECURSOS LTDA.,2,3,160475645.18,23.0
Agro,Agro,gestor_cvm,VINCI MAV GESTORA DE RECURSOS LTDA.,2,2,159076327.04,24.0
Agro,Agro,gestor_cvm,ARC CAPITAL LTDA.,1,2,144481286.02,25.0
Agro,Agro,gestor_cvm,RENOVA GESTORA DE RECURSOS LTDA,1,2,133521493.79,26.0
Agro,Agro,gestor_cvm,JIVE INVESTMENTS GESTÃO DE RECURSOS E CONSULTORIA S.A.,2,4,130855641.01,27.0
Agro,Agro,gestor_cvm,Navora - Gestão de Recursos S.A.,1,2,127607122.96000001,28.0
Agro,Agro,gestor_cvm,OIKOS GESTÃO DE RECURSOS LTDA.,1,1,120474406.07,29.0
Agro,Agro,gestor_cvm,RIZA AGRONEGÓCIO GESTORA DE RECURSOS LTDA.,1,2,117693394.0,30.0
Agro,Agro,gestor_cvm,BANCO BRADESCO S.A.,1,2,115878798.25,31.0
Agro,Agro,gestor_cvm,NETZ ASSET GESTÃO DE RECURSOS LTDA,2,4,115053945.87,32.0
Agro,Agro,gestor_cvm,BURITI INVESTIMENTOS GESTORA DE RECURSOS LTDA,1,1,106507033.96,33.0
Agro,Agro,gestor_cvm,MÖBIUS CAPITAL GESTÃO DE RECURSOS LTDA.,1,1,82411959.05,34.0
Agro,Agro,gestor_cvm,VALORA RENDA FIXA LTDA.,1,2,76277390.69,35.0
Agro,Agro,gestor_cvm,GCB CAPITAL GESTÃO DE RECURSOS DE VALORES MOBILIÁRIOS LTDA.,1,2,72358808.97999999,36.0
Agro,Agro,gestor_cvm,CERES ASSET GESTAO DE INVESTIMENTOS LTDA,2,2,70388592.66,37.0
Agro,Agro,gestor_cvm,RIO BRAVO INVESTIMENTOS LTDA,1,2,67412649.39,38.0
Agro,Agro,gestor_cvm,EXES GESTORA DE RECURSOS LTDA.,1,1,66100594.49,39.0
Agro,Agro,gestor_cvm,HEDGE ALTERNATIVE INVESTMENTS LTDA,1,1,62717670.13,40.0
Agro,Agro,gestor_cvm,MENESTYS GESTORA DE RECURSOS LTDA,2,4,55662754.97,41.0
Agro,Agro,gestor_cvm,ORIZ ASSET MANAGEMENT LTDA.,2,4,47383424.73,42.0
Agro,Agro,gestor_cvm,LAPLACE INVESTIMENTOS E GESTAO DE RECURSOS LTDA,1,2,39362313.54,43.0
Agro,Agro,gestor_cvm,REDWOOD ADMINISTRAÇÃO DE RECURSOS LTDA,3,5,35998005.230000004,44.0
Agro,Agro,gestor_cvm,SUNO GESTORA DE RECURSOS LTDA,1,2,34973640.23,45.0
Agro,Agro,gestor_cvm,CAPITÂNIA INVEST S/A,1,1,32066252.47,46.0
Agro,Agro,gestor_cvm,BENAVENT ASSET LTDA,2,4,30822214.33,47.0
Agro,Agro,gestor_cvm,EXA CAPITAL ASSET LTDA.,1,1,25085925.85,48.0
Agro,Agro,gestor_cvm,ALARIS GESTÃO DE RECURSOS LTDA.,1,2,23770724.06,49.0
Agro,Agro,gestor_cvm,PRADA ADMINISTRADORA DE RECURSOS LTDA.,1,1,15807361.65,50.0
Agro,Agro,gestor_cvm,TERRA GESTORA DE RECURSOS LTDA.,2,4,15229789.49,51.0
Agro,Agro,gestor_cvm,BLP CAPITAL GESTORA DE RECURSOS LTDA.,1,2,14951899.14,52.0
Agro,Agro,gestor_cvm,GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPAÇÕES LTDA.,1,2,13593380.4,53.0
Agro,Agro,gestor_cvm,GLOBAL GESTÃO E INVESTIMENTOS LTDA,1,2,11392360.49,54.0
Agro,Agro,gestor_cvm,POSITIVA INVESTIMENTOS LTDA,1,2,10869127.65,55.0
Agro,Agro,gestor_cvm,AVENTIS GESTÃO DE RECURSOS LTDA.,1,2,9748222.54,56.0
Agro,Agro,gestor_cvm,XMS S/A,1,2,5189065.01,57.0
Agro,Agro,gestor_cvm,BLUEWAVE ASSET LTDA,2,4,2542755.32,58.0
Agro,Agro,gestor_cvm,HUMU ASSET GESTORA DE RECURSOS LTDA,1,2,2388146.14,59.0
Agro,Agro,gestor_cvm,CBSF TRUST ADMINISTRADORA DE RECURSOS LTDA.,1,1,32831.67,60.0
Agro,Agro,gestor_cvm,4I CAPITAL LTDA,1,1,0.0,61.0
Agro,Agro,gestor_cvm,AUGME CAPITAL GESTÃO DE RECURSOS LTDA.,1,2,0.0,62.0
Agro,Agro,gestor_cvm,BERTHA CAPITAL GESTORA DE RECURSOS S.A.,1,2,0.0,63.0
Agro,Agro,gestor_cvm,BLOXS ASSET GESTÃO DE RECURSOS LTDA,1,1,0.0,64.0
Agro,Agro,gestor_cvm,BOCOM BBM CCVM S.A.,2,3,0.0,65.0
Agro,Agro,gestor_cvm,BTG PACTUAL ASSET MANAGEMENT S/A DTVM,1,1,0.0,66.0
Agro,Agro,gestor_cvm,BTG PACTUAL GESTORA DE RECURSOS LTDA,2,2,0.0,67.0
Agro,Agro,gestor_cvm,CONTEA CAPITAL GESTAO DE RECURSOS LTDA,1,2,0.0,68.0
Agro,Agro,gestor_cvm,FAR FATOR ADMINISTRAÇÃO DE RECURSOS LTDA,1,1,0.0,69.0
Agro,Agro,gestor_cvm,INTEGRAL INVESTIMENTOS LTDA.,1,1,0.0,70.0
Agro,Agro,gestor_cvm,OCTANTE GESTÃO DE RECURSOS LTDA,2,4,0.0,71.0
Agro,Agro,gestor_cvm,RIZA DIRECT LENDING GESTORA DE RECURSOS LTDA.,1,1,0.0,72.0
Agro,Agro,gestor_cvm,SARFATY ASSET GESTÃO DE RECURSOS LTDA.,2,4,0.0,73.0
Agro,Agro,gestor_cvm,VERT GESTORA DE RECURSOS FINANCEIROS LTDA.,1,1,0.0,74.0
Agro,Agro,gestor_oferta,ECO GESTÃO DE ATIVOS LTDA.,3,10,9969466709.1,1.0
Agro,Agro,gestor_oferta,ITAÚ UNIBANCO S.A.,2,8,1810974000.0,2.0
Agro,Agro,gestor_oferta,OPEA GESTORA DE RECURSOS LTDA.,6,8,1497640000.0,3.0
Agro,Agro,gestor_oferta,FARMTECH GESTÃO DE RECURSOS LTDA.,4,4,1218999999.99,4.0
Agro,Agro,gestor_oferta,INTEGRAL INVESTIMENTOS LTDA.,2,2,1200000000.0,5.0
Agro,Agro,gestor_oferta,REDASSET GESTÃO DE RECURSOS LTDA.,1,2,1000000000.0,6.0
Agro,Agro,gestor_oferta,ECO GESTÃO DE ATIVOS LTDA,3,4,900000000.0,7.0
Agro,Agro,gestor_oferta,ARTESANAL INVESTIMENTOS LTDA.,2,11,898000000.21,8.0
Agro,Agro,gestor_oferta,CARMEL GESTORA DE ATIVOS LTDA.,1,3,752000000.0,9.0
Agro,Agro,gestor_oferta,FARMTECH GESTÃO DE RECURSOS LTDA,1,1,700000000.0,10.0
Agro,Agro,gestor_oferta,MILENIO CAPITAL GESTÃO DE INVESTIMENTOS LTDA.,2,2,686000000.0,11.0
Agro,Agro,gestor_oferta,SOLIS INVESTIMENTOS LTDA,9,43,588749166.66,12.0
Agro,Agro,gestor_oferta,SOLIS INVESTIMENTOS LTDA.,9,21,543750938.2,13.0
Agro,Agro,gestor_oferta,TERCON INVESTIMENTOS LTDA,4,11,519449680.0,14.0
Agro,Agro,gestor_oferta,MILÊNIO CAPITAL GESTÃO DE INVESTIMENTOS LTDA,1,1,510000000.0,15.0
Agro,Agro,gestor_oferta,BTG Pactual Gestora de Recursos Ltda.,2,2,500000000.0,16.0
Agro,Agro,gestor_oferta,AUGME CAPITAL GESTÃO DE RECURSOS LTDA.,1,1,450000000.0,17.0
Agro,Agro,gestor_oferta,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,1,2,435802000.0,18.0
Agro,Agro,gestor_oferta,Carmel Gestora de Ativos,1,1,390000000.0,19.0
Agro,Agro,gestor_oferta,ÉXES GESTORA DE RECURSOS LTDA.,1,1,375000000.0,20.0
Agro,Agro,gestor_oferta,Integral Investimentos Ltda,1,2,337500000.0,21.0
Agro,Agro,gestor_oferta,BTG Pactual Gestora de Investimentos Alternativos Ltda.,1,1,334000000.0,22.0
Agro,Agro,gestor_oferta,MAV CAPITAL GESTORA DE RECURSOS SS LTDA.,2,2,317000000.0,23.0
Agro,Agro,gestor_oferta,LAPLACE INVESTIMENTOS E GESTÃO DE RECURSOS LTDA.,1,1,300000000.0,24.0
Agro,Agro,gestor_oferta,BOCOM BBM CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS S.A.,2,2,262124800.0,25.0
Agro,Agro,gestor_oferta,OPEA GESTORA DE RECURSOS LTDA,3,3,260000000.0,26.0
Agro,Agro,gestor_oferta,KANASTRA ADMINISTRAÇÃO DE RECURSOS LTDA,1,1,248000000.0,27.0
Agro,Agro,gestor_oferta,BRAVE GESTORA DE RECURSOS LTDA.,2,2,242000000.0,28.0
Agro,Agro,gestor_oferta,ORRAM GESTÃO DE RECURSOS LTDA.,4,8,230000000.0,29.0
Agro,Agro,gestor_oferta,EUQUEROINVESTIR GESTÃO DE RECURSOS LTDA,1,1,200000000.0,30.0
Agro,Agro,gestor_oferta,"EuQueroInvestir Gestão de Recursos Ltda.,",1,1,200000000.0,31.0
Agro,Agro,gestor_oferta,INTEGRAL INVESTIMENTOS LTDA,1,1,200000000.0,32.0
Agro,Agro,gestor_oferta,SARFATY ASSET GESTÃO DE RECURSOS LTDA.,2,5,200000000.0,33.0
Agro,Agro,gestor_oferta,ARTESANAL INVESTIMENTOS LTDA,2,2,180000000.07999998,34.0
Agro,Agro,gestor_oferta,GV ATACAMA CAPITAL LTDA.,1,3,180000000.01,35.0
Agro,Agro,gestor_oferta,Farmtech Gestão de Recursos Ltda.,1,1,170000000.0,36.0
Agro,Agro,gestor_oferta,RÉGIA CAPITAL LTDA,2,2,168750000.0,37.0
Agro,Agro,gestor_oferta,OURO PRETO GESTÃO DE RECURSOS S.A,9,18,166430000.0,38.0
Agro,Agro,gestor_oferta,ORRAM GESTÃO DE RECURSOS LTDA,4,6,163000000.0,39.0
Agro,Agro,gestor_oferta,FIELD GESTORA DE RECURSOS LTDA.,1,1,160000000.0,40.0
Agro,Agro,gestor_oferta,Orram Gestão de Recursos LTDA.,1,1,160000000.0,41.0
Agro,Agro,gestor_oferta,BRAVE GESTORA DE RECURSOS LTDA,1,8,151900000.0,42.0
Agro,Agro,gestor_oferta,FIELD GESTORA DE RECURSOS LTDA,1,1,150000000.0,43.0
Agro,Agro,gestor_oferta,INDIE CAPITAL INVESTIMENTOS LTDA.,1,1,150000000.0,44.0
Agro,Agro,gestor_oferta,REAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S/A,1,1,150000000.0,45.0
Agro,Agro,gestor_oferta,Catálise Investimentos LTDA,2,2,141000000.0,46.0
Agro,Agro,gestor_oferta,OCTANTE GESTÃO DE RECURSOS LTDA.,2,3,134775000.0,47.0
Agro,Agro,gestor_oferta,ARC CAPITAL LTDA.,1,1,124000000.0,48.0
Agro,Agro,gestor_oferta,RIZA GESTORA DE RECURSOS LTDA,1,3,123000000.0,49.0
Agro,Agro,gestor_oferta,FATOR INNOVATION LTDA.,1,1,120000000.0,50.0
Agro,Agro,gestor_oferta,GENIAL GESTÃO LTDA,1,1,120000000.0,51.0
Agro,Agro,gestor_oferta,OURO PRETO GESTÃO DE RECURSOS S.A.,8,12,108099500.43,52.0
Agro,Agro,gestor_oferta,MÖBIUS CAPITAL GESTÃO DE RECURSOS LTDA.,1,1,101000000.0,53.0
Agro,Agro,gestor_oferta,NETZ ASSET GESTÃO DE RECURSOS LTDA.,1,3,100000000.0,54.0
Agro,Agro,gestor_oferta,BENAVENT ASSET LTDA.,2,4,98000000.0,55.0
Agro,Agro,gestor_oferta,GENIAL GESTÃO LTDA.,1,2,94000000.0,56.0
Agro,Agro,gestor_oferta,JIVE INVESTMENTS GESTÃO DE RECURSOS E CONSULTORIA S.A.,1,1,91151000.0,57.0
Agro,Agro,gestor_oferta,FARMTECH GESTAO DE RECURSOS LTDA.,1,1,85500000.0,58.0
Agro,Agro,gestor_oferta,INDIE CAPITAL INVESTIMENTOS LTDA,1,1,85000000.0,59.0
Agro,Agro,gestor_oferta,KANASTRA ADMINISTRAÇÃO DE RECURSOS LTDA.,1,1,80000000.0,60.0
Agro,Agro,gestor_oferta,OIKOS GESTÃO DE RECURSOS LTDA,1,4,72950000.0,61.0
Agro,Agro,gestor_oferta,NETZ ASSET GESTAO DE RECURSOS LTDA,1,1,70000000.0,62.0
Agro,Agro,gestor_oferta,JGP GESTÃO DE CRÉDITO LTDA.,1,1,67550000.0,63.0
Agro,Agro,gestor_oferta,RIO BRAVO INVESTIMENTOS LTDA.,1,2,62499080.95,64.0
Agro,Agro,gestor_oferta,GCB Capital Gestão de Recursos de Valores Mobiliários LTDA,1,3,61250000.0,65.0
Agro,Agro,gestor_oferta,VALORA RENDA FIXA LTDA.,1,1,60520000.0,66.0
Agro,Agro,gestor_oferta,GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPAÇÕES LTDA,1,1,60000000.0,67.0
Agro,Agro,gestor_oferta,TERCON INVESTIMENTOS LTDA.,2,2,55000000.0,68.0
Agro,Agro,gestor_oferta,BENAVENT ASSET LTDA,1,5,54500000.0,69.0
Agro,Agro,gestor_oferta,TERCON INVESTIMENTOS S.A.,2,2,52500000.0,70.0
Agro,Agro,gestor_oferta,HEDGE ALTERNATIVE INVESTMENTS LTDA,1,5,52000000.0,71.0
Agro,Agro,gestor_oferta,ARC CAPITAL LTDA,1,2,50900000.0,72.0
Agro,Agro,gestor_oferta,Éxes Gestora de Recursos Ltda.,1,1,50150000.0,73.0
Agro,Agro,gestor_oferta,GV Atacama Capital LTDA,1,1,50000000.0,74.0
Agro,Agro,gestor_oferta,RENOVA GESTORA DE RECURSOS LTDA,1,2,50000000.0,75.0
Agro,Agro,gestor_oferta,VERT GESTORA DE RECURSOS FINANCEIROS LTDA,1,1,50000000.0,76.0
Agro,Agro,gestor_oferta,PRADA ADMINISTRADORA DE RECURSOS LTDA.,1,2,45299441.510000005,77.0
Agro,Agro,gestor_oferta,CAPITÂNIA INVEST S/A.,1,1,45000000.0,78.0
Agro,Agro,gestor_oferta,Octante Gestão de Recursos Ltda.,1,1,45000000.0,79.0
Agro,Agro,gestor_oferta,MENESTYS GESTORA DE RECURSOS LTDA,1,8,44501210.519999996,80.0
Agro,Agro,gestor_oferta,M8 PARTNERS GESTORA DE RECURSOS LTDA.,1,2,42000000.0,81.0
Agro,Agro,gestor_oferta,"OCTANTE GESTÃO DE RECURSOS LTDA.,",1,2,41000000.0,82.0
Agro,Agro,gestor_oferta,Laplace Finanças Empreendimentos e Participações Ltda.,1,1,40170000.06,83.0
Agro,Agro,gestor_oferta,BURITI INVESTIMENTOS GESTORA DE RECURSOS LTDA.,1,1,40000000.0,84.0
Agro,Agro,gestor_oferta,SARFATY ASSET GESTAO DE RECURSOS LTDA,1,2,40000000.0,85.0
Agro,Agro,gestor_oferta,BLUEWAVE ASSET LTDA.,2,5,38000000.0,86.0
Agro,Agro,gestor_oferta,AZ QUEST AGRO LTDA.,1,1,35000000.0,87.0
Agro,Agro,gestor_oferta,Bradesco Asset Management S.A.,1,1,30000000.0,88.0
Agro,Agro,gestor_oferta,GCB Capital Gestão de Recursos de Valores Mobiliários Ltda.,1,1,30000000.0,89.0
Agro,Agro,gestor_oferta,MILENIO CAPITAL GESTAO DE INVESTIMENTO LTDA,1,1,30000000.0,90.0
Agro,Agro,gestor_oferta,"OURO PRETO GESTÃO DE RECURSOS S.A.,",2,2,30000000.0,91.0
Agro,Agro,gestor_oferta,REDWOOD ADMINISTRAÇÃO DE RECURSOS LTDA.,1,1,30000000.0,92.0
Agro,Agro,gestor_oferta,TAG INVESTIMENTOS LTDA,1,1,30000000.0,93.0
Agro,Agro,gestor_oferta,AVENTIS GESTÃO DE RECURSOS LTDA.,1,2,25000000.0,94.0
Agro,Agro,gestor_oferta,EXA CAPITAL ASSET LTDA.,1,1,25000000.0,95.0
Agro,Agro,gestor_oferta,STRUTTURA,1,1,25000000.0,96.0
Agro,Agro,gestor_oferta,ORIZ ASSET MANAGEMENT LTDA.,1,1,20000000.0,97.0
Agro,Agro,gestor_oferta,SUNO GESTORA DE RECURSOS LTDA.,1,1,20000000.0,98.0
Agro,Agro,gestor_oferta,TERCON INVESTIMENTO LTDA,1,2,20000000.0,99.0
Agro,Agro,gestor_oferta,Jive Investments Gestão de Recursos e Consultoria S.A.,1,1,19144212.7,100.0
Agro,Agro,gestor_oferta,TERRA GESTORA DE RECURSOS LTDA,2,3,17000000.0,101.0
Agro,Agro,gestor_oferta,CATÁLISE INVESTIMENTOS LTDA.,1,3,16000000.04,102.0
Agro,Agro,gestor_oferta,CERES ASSET GESTÃO DE INVESTIMENTOS LTDA.,1,2,16000000.0,103.0
Agro,Agro,gestor_oferta,B.SIDE WEALTH MANAGEMENT GESTÃO DE RECURSOS LTDA,1,1,15000000.0,104.0
Agro,Agro,gestor_oferta,TYR GESTÃO DE RECURSOS LTDA.,1,4,15000000.0,105.0
Agro,Agro,gestor_oferta,XMS S/A.,1,1,15000000.0,106.0
Agro,Agro,gestor_oferta,RIZA DIRECT LENDING GESTORA DE RECURSOS LTDA.,1,2,10610000.0,107.0
Agro,Agro,gestor_oferta,4i CAPITAL LTDA,1,1,10000000.0,108.0
Agro,Agro,gestor_oferta,"BERTHA CAPITAL GESTORA DE RECURSOS S.A.,",1,1,10000000.0,109.0
Agro,Agro,gestor_oferta,MENESTYS GESTORA DE RECURSOS LTDA.,1,1,10000000.0,110.0
Agro,Agro,gestor_oferta,ORIZ ASSET MANAGEMENT LTDA,1,1,10000000.0,111.0
Agro,Agro,gestor_oferta,POSITIVA INVESTIMENTOS LTDA.,1,1,10000000.0,112.0
Agro,Agro,gestor_oferta,REDWOOD ADMINISTRAÇÃO DE RECURSOS LTDA,1,1,10000000.0,113.0
Agro,Agro,gestor_oferta,RENOVA GESTORA DE RECURSOS LTDA.,1,1,10000000.0,114.0
Agro,Agro,gestor_oferta,SUNO GESTORA DE RECURSOS LTDA,1,1,10000000.0,115.0
Agro,Agro,gestor_oferta,TERCON INVESTIMENTOS S/A,1,1,10000000.0,116.0
Agro,Agro,gestor_oferta,TERRA GESTORA,1,1,10000000.0,117.0
Agro,Agro,gestor_oferta,OUROPRETO GESTÃO DE RECURSOS S.A,1,1,9000000.0,118.0
Agro,Agro,gestor_oferta,TYR GESTORA DE RECURSOS LTDA.,1,2,6000000.0,119.0
Agro,Agro,gestor_oferta,BLOXS ASSET GESTÃO DE RECURSOS LTDA.,1,1,5000000.0,120.0
Agro,Agro,gestor_oferta,CONTEA CAPITAL GESTAO DE RECURSOS LTDA,1,1,5000000.0,121.0
Agro,Agro,gestor_oferta,REAG PORTFÓLIO SOLUTIONS LTDA,1,1,5000000.0,122.0
Agro,Agro,gestor_oferta,TERCON INVESTIMENTO LTDA.,1,1,5000000.0,123.0
Agro,Agro,gestor_oferta,BURITI INVESTIMENTOS GESTORA DE RECURSOS,1,1,3000000.04,124.0
Agro,Agro,gestor_oferta,D3 CAPITAL GESTORA DE RECURSOS LTDA.,1,1,3000000.0,125.0
Agro,Agro,gestor_oferta,REAG ADMINISTRADORA DE RECURSOS LTDA.,1,1,2800000.0,126.0
Agro,Agro,gestor_oferta,4i CAPITAL LTDA.,1,1,1400000.0,127.0
Agro,Agro,gestor_oferta,CERES ASSET GESTÃO DE INVESTIMENTOS LTDA,1,1,1000000.0,128.0
Agro,Agro,gestor_oferta,BURITI INVESTIMENTOS GESTORA DE RECURSOS LTDA,1,1,500004.71,129.0
Agro,Agro,gestor_oferta,BLP CAPITAL GESTORA DE RECURSOS LTDA,1,1,100000.0,130.0
Crédito PF,Auto/Veículos,administrador_cvm,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,2,4,4344749195.07,1.0
Crédito PF,Auto/Veículos,administrador_cvm,BANCO DAYCOVAL S.A.,4,8,3765058182.2200003,2.0
Crédito PF,Auto/Veículos,administrador_cvm,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1,2,2633297295.82,3.0
Crédito PF,Auto/Veículos,administrador_cvm,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,3,6,1525017541.3899999,4.0
Crédito PF,Auto/Veículos,administrador_cvm,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,2,4,1190862725.31,5.0
Crédito PF,Auto/Veículos,administrador_cvm,OLIVEIRA TRUST DTVM S.A.,1,2,1055329660.34,6.0
Crédito PF,Auto/Veículos,administrador_cvm,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,2,4,749103691.09,7.0
Crédito PF,Auto/Veículos,administrador_cvm,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1,2,134910263.58,8.0
Crédito PF,Auto/Veículos,administrador_cvm,MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1,2,36368463.39,9.0
Crédito PF,Auto/Veículos,administrador_cvm,PLANNER CORRETORA DE VALORES S.A.,1,2,31196577.72,10.0
Crédito PF,Auto/Veículos,administrador_cvm,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1,2,10811001.79,11.0
Crédito PF,Auto/Veículos,administrador_cvm,FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,2,3177296.65,12.0
Crédito PF,Auto/Veículos,administrador_cvm,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1,2,0.0,13.0
Crédito PF,Auto/Veículos,administrador_oferta,BANCO DAYCOVAL S.A.,3,7,4709584000.0,1.0
Crédito PF,Auto/Veículos,administrador_oferta,BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,1,1,3000000000.0,2.0
Crédito PF,Auto/Veículos,administrador_oferta,BANCO BRADESCO S.A.,1,1,2000000000.0,3.0
Crédito PF,Auto/Veículos,administrador_oferta,BEM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,1,1,1500000000.0,4.0
Crédito PF,Auto/Veículos,administrador_oferta,OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,1,1,1000000000.0,5.0
Crédito PF,Auto/Veículos,administrador_oferta,QI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,1,1,900000000.0,6.0
Crédito PF,Auto/Veículos,administrador_oferta,QI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,1,900000000.0,7.0
Crédito PF,Auto/Veículos,administrador_oferta,LIMINE TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,1,2,435050000.0,8.0
Crédito PF,Auto/Veículos,administrador_oferta,LIMINE TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,1,350000000.0,9.0
Crédito PF,Auto/Veículos,administrador_oferta,BTG Pactual Serviços Financeiros S.A. Distribuidora de Títulos e Valores Mobiliários,1,1,330000000.0,10.0
Crédito PF,Auto/Veículos,administrador_oferta,BRL Trust DTVM S.A.,1,1,315000000.0,11.0
