Fundo,CNPJ,Data,Tipo,Documento,Espécie,Arquivo,ID CVM
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,08/06/2020,emissao,Instrumento Particular de Constituição/Encerramento do Fundo,,data/raw/37645459000152/191680_emissao_emissao_191680_2020-06-08.pdf,191680
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,08/06/2020,regulamento,Regulamento,,data/raw/37645459000152/191682_regulamento_regulamento_191682_2020-06-08.pdf,191682
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,23/06/2021,regulamento,Instrumento Particular de Alteração do Regulamento,,data/raw/37645459000152/191681_regulamento_regulamento_191681_2021-06-23.pdf,191681
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,23/06/2021,regulamento,Regulamento,,data/raw/37645459000152/191683_regulamento_regulamento_191683_2021-06-23.pdf,191683
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,23/06/2021,regulamento,Instrumento Particular de Alteração do Regulamento,,data/raw/37645459000152/196123_regulamento_regulamento_196123_2021-06-23.pdf,196123
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,23/06/2021,regulamento,Regulamento,,data/raw/37645459000152/196124_regulamento_regulamento_196124_2021-06-23.pdf,196124
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,09/09/2021,regulamento,Instrumento Particular de Alteração do Regulamento,,data/raw/37645459000152/212514_regulamento_regulamento_212514_2021-09-09.pdf,212514
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,09/09/2021,regulamento,Regulamento,,data/raw/37645459000152/212517_regulamento_regulamento_212517_2021-09-09.pdf,212517
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,12/2021,outro,Informe Trimestral,,,263685
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,31/12/2021,outro,Demonstrações Financeiras,,,288383
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,03/2022,outro,Informe Trimestral,,,303308
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,06/2022,outro,Informe Trimestral,,,332222
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,09/2022,outro,Informe Trimestral,,,373684
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,12/2022,outro,Informe Trimestral,,,409274
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,31/12/2022,outro,Demonstrações Financeiras,,,437463
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,03/2023,outro,Informe Trimestral,,,452875
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,07/03/2023,evento,Fato Relevante,,data/raw/37645459000152/425535_evento_evento_425535_2023-03-07.pdf,425535
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,29/05/2023,regulamento,Instrumento Particular de Alteração do Regulamento,,data/raw/37645459000152/472030_regulamento_regulamento_472030_2023-05-29.pdf,472030
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,29/05/2023,regulamento,Regulamento,,data/raw/37645459000152/472031_regulamento_regulamento_472031_2023-05-29.pdf,472031
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,06/2023,outro,Informe Trimestral,,,496411
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,21/06/2023 14:00,assembleia,AGE,Ata da Assembleia,data/raw/37645459000152/483173_assembleia_assembleia_483173_2023-06-21.pdf,483173
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,21/06/2023,regulamento,Regulamento,,data/raw/37645459000152/483174_regulamento_regulamento_483174_2023-06-21.pdf,483174
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,18/07/2023 16:00,assembleia,AGO,Ata da Assembleia,data/raw/37645459000152/493760_assembleia_assembleia_493760_2023-07-18.pdf,493760
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,09/2023,outro,Informe Trimestral,,,544465
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,12/2023,outro,Informe Trimestral,,,601928
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,31/12/2023,outro,Demonstrações Financeiras,,,623778
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,03/2024,outro,Informe Trimestral,,,656171
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,17/05/2024 11:00,assembleia,AGO,Ata da Assembleia,data/raw/37645459000152/668347_assembleia_assembleia_668347_2024-05-17.pdf,668347
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,06/2024,outro,Informe Trimestral,,,708273
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,09/2024,outro,Informe Trimestral,,,768058
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,22/11/2024 11:00,assembleia,AGE,Ata da Assembleia,data/raw/37645459000152/786545_assembleia_assembleia_786545_2024-11-22.pdf,786545
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,22/11/2024,regulamento,Regulamento,,data/raw/37645459000152/786547_regulamento_regulamento_786547_2024-11-22.pdf,786547
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,12/2024,outro,Informe Trimestral,,,833263
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,31/12/2024,outro,Demonstrações Financeiras,,,864869
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,13/01/2025 10:00,assembleia,AGE,Ata da Assembleia,data/raw/37645459000152/826299_assembleia_assembleia_826299_2025-01-13.pdf,826299
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,13/01/2025,regulamento,Regulamento,,data/raw/37645459000152/826300_regulamento_regulamento_826300_2025-01-13.pdf,826300
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,03/2025,outro,Informe Trimestral,,,897704
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,06/2025,outro,Informe Trimestral,,,959944
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,09/2025,outro,Informe Trimestral,,,1033295
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,09/2025,outro,Informe Trimestral,,,1034358
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,12/2025,outro,Informe Trimestral,,,1106825
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,31/12/2025,outro,Demonstrações Financeiras,,,1147075
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,03/2026,outro,Informe Trimestral,,,1196857
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,04/05/2026 10:00,assembleia,AGO/E,Ata da Assembleia,data/raw/37645459000152/1180457_assembleia_assembleia_1180457_2026-05-04.pdf,1180457
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37.645.459/0001-52,04/05/2026,regulamento,Regulamento,,data/raw/37645459000152/1180462_regulamento_regulamento_1180462_2026-05-04.pdf,1180462
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,16/09/2020,emissao,Instrumento Particular de Constituição/Encerramento do Fundo,,data/raw/38658727000133/146013_emissao_emissao_146013_2020-09-16.pdf,146013
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,16/09/2020,regulamento,Regulamento,,data/raw/38658727000133/146015_regulamento_regulamento_146015_2020-09-16.pdf,146015
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,04/02/2021,outro,Relatório de Agência de Rating,,,177303
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,09/02/2021,regulamento,Instrumento Particular de Alteração do Regulamento,,data/raw/38658727000133/146017_regulamento_regulamento_146017_2021-02-09.pdf,146017
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,09/02/2021,regulamento,Regulamento,,data/raw/38658727000133/146019_regulamento_regulamento_146019_2021-02-09.pdf,146019
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,22/02/2021,regulamento,Instrumento Particular de Alteração do Regulamento,,data/raw/38658727000133/150363_regulamento_regulamento_150363_2021-02-22.pdf,150363
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,03/2021,outro,Informe Trimestral,,,172737
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,06/2021,outro,Informe Trimestral,,,201159
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,13/08/2021 10:00,assembleia,AGE,Ata da Assembleia,data/raw/38658727000133/204302_assembleia_assembleia_204302_2021-08-13.pdf,204302
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,13/08/2021,outro,Relatório de Agência de Rating,,,207005
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,09/2021,outro,Informe Trimestral,,,228656
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,12/11/2021,outro,Relatório de Agência de Rating,,,235805
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,12/2021,outro,Informe Trimestral,,,269886
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,31/01/2022,outro,Demonstrações Financeiras,,,297919
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,03/2022,outro,Informe Trimestral,,,304692
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,09/03/2022,outro,Relatório de Agência de Rating,,,275097
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,18/05/2022,outro,Relatório de Agência de Rating,,,306919
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,06/2022,outro,Informe Trimestral,,,333526
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,12/08/2022,outro,Relatório de Agência de Rating,,,337777
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,09/2022,outro,Informe Trimestral,,,374828
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,14/11/2022,outro,Relatório de Agência de Rating,,,378935
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,12/2022,outro,Informe Trimestral,,,406412
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,31/01/2023,outro,Demonstrações Financeiras,,,456999
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,15/02/2023,outro,Relatório de Agência de Rating,,,417685
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,03/2023,outro,Informe Trimestral,,,455630
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,07/03/2023,evento,Fato Relevante,,data/raw/38658727000133/425560_evento_evento_425560_2023-03-07.pdf,425560
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,05/05/2023 10:00,assembleia,AGE,Ata da Assembleia,data/raw/38658727000133/459574_assembleia_assembleia_459574_2023-05-05.pdf,459574
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,15/05/2023,outro,Relatório de Agência de Rating,,,465707
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,29/05/2023,regulamento,Instrumento Particular de Alteração do Regulamento,,data/raw/38658727000133/471658_regulamento_regulamento_471658_2023-05-29.pdf,471658
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,29/05/2023,regulamento,Regulamento,,data/raw/38658727000133/471659_regulamento_regulamento_471659_2023-05-29.pdf,471659
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,06/2023,outro,Informe Trimestral,,,499999
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,15/08/2023,outro,Relatório de Agência de Rating,,,508503
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,09/2023,outro,Informe Trimestral,,,545689
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,06/09/2023 10:00,assembleia,AGO,Ata da Assembleia,data/raw/38658727000133/520433_assembleia_assembleia_520433_2023-09-06.pdf,520433
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,14/11/2023,outro,Relatório de Agência de Rating,,,554597
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,12/2023,outro,Informe Trimestral,,,594232
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,31/01/2024,outro,Demonstrações Financeiras,,,651858
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,15/02/2024,outro,Relatório de Agência de Rating,,,605704
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,03/2024,outro,Informe Trimestral,,,653413
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,09/05/2024,outro,Relatório de Agência de Rating,,,658985
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,06/2024,outro,Informe Trimestral,,,708047
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,13/06/2024 17:00,assembleia,AGE,Ata da Assembleia,data/raw/38658727000133/691061_assembleia_assembleia_691061_2024-06-13.pdf,691061
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,13/06/2024,regulamento,Regulamento,,data/raw/38658727000133/691063_regulamento_regulamento_691063_2024-06-13.pdf,691063
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,29/07/2024 10:00,assembleia,AGE,Ata da Assembleia,data/raw/38658727000133/708274_assembleia_assembleia_708274_2024-07-29.pdf,708274
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,06/08/2024,emissao,Anúncio de Início,,data/raw/38658727000133/715028_emissao_emissao_715028_2024-08-06.pdf,715028
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,08/08/2024 10:00,assembleia,AGE,Ata da Assembleia,data/raw/38658727000133/715820_assembleia_assembleia_715820_2024-08-08.pdf,715820
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,13/08/2024,outro,Relatório de Agência de Rating,,,724061
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,14/08/2024,emissao,Anúncio de Encerramento,,data/raw/38658727000133/720398_emissao_emissao_720398_2024-08-14.pdf,720398
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,09/2024,outro,Informe Trimestral,,,773631
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,27/11/2024,outro,Relatório de Agência de Rating,,,788577
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,28/11/2024,regulamento,Instrumento Particular de Alteração do Regulamento,,data/raw/38658727000133/790544_regulamento_regulamento_790544_2024-11-28.pdf,790544
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,28/11/2024,regulamento,Regulamento,,data/raw/38658727000133/790548_regulamento_regulamento_790548_2024-11-28.pdf,790548
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,12/2024,outro,Informe Trimestral,,,830983
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,31/01/2025,outro,Demonstrações Financeiras,,,897221
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,11/02/2025,outro,Relatório de Agência de Rating,,,837318
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,03/2025,outro,Informe Trimestral,,,904085
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,15/05/2025,outro,Relatório de Agência de Rating,,,906365
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,06/2025,outro,Informe Trimestral,,,965784
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,11/06/2025 10:00,assembleia,AGE,Ata da Assembleia,data/raw/38658727000133/935244_assembleia_assembleia_935244_2025-06-11.pdf,935244
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,07/08/2025,outro,Relatório de Agência de Rating,,,965524
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,09/2025,outro,Informe Trimestral,,,1033306
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,11/09/2025 10:00,assembleia,AGE,Ata da Assembleia,data/raw/38658727000133/988500_assembleia_assembleia_988500_2025-09-11.pdf,988500
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,14/11/2025,outro,Relatório de Agência de Rating,,,1052018
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,12/2025,outro,Informe Trimestral,,,1102337
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,31/01/2026,outro,Demonstrações Financeiras,,,1178705
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,10/02/2026,outro,Relatório de Agência de Rating,,,1122468
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,03/2026,outro,Informe Trimestral,,,1196591
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,14/05/2026,outro,Relatório de Agência de Rating,,,1199478
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,38.658.727/0001-33,19/05/2026 10:00,assembleia,AGE,Ata da Assembleia,data/raw/38658727000133/1201742_assembleia_assembleia_1201742_2026-05-19.pdf,1201742
3RD - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40.975.325/0001-04,04/02/2021,regulamento,Regulamento,,data/raw/40975325000104/159104_regulamento_regulamento_159104_2021-02-04.pdf,159104
3RD - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40.975.325/0001-04,06/2021,outro,Informe Trimestral,,,205867
3RD - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40.975.325/0001-04,09/2021,outro,Informe Trimestral,,,233399
3RD - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40.975.325/0001-04,27/09/2021,regulamento,Instrumento Particular de Alteração do Regulamento,,data/raw/40975325000104/218048_regulamento_regulamento_218048_2021-09-27.pdf,218048
3RD - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40.975.325/0001-04,27/09/2021,regulamento,Regulamento,,data/raw/40975325000104/218049_regulamento_regulamento_218049_2021-09-27.pdf,218049
3RD - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40.975.325/0001-04,12/2021,outro,Informe Trimestral,,,263037
3RD - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40.975.325/0001-04,31/12/2021,outro,Demonstrações Financeiras,,,274032
3RD - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40.975.325/0001-04,03/2022,outro,Informe Trimestral,,,298074
3RD - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40.975.325/0001-04,08/03/2022 10:00,assembleia,AGO,Ata da Assembleia,data/raw/40975325000104/274444_assembleia_assembleia_274444_2022-03-08.pdf,274444
3RD - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40.975.325/0001-04,06/2022,outro,Informe Trimestral,,,337352
3RD - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40.975.325/0001-04,09/2022,outro,Informe Trimestral,,,371922
3RD - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40.975.325/0001-04,12/2022,outro,Informe Trimestral,,,415099
3RD - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40.975.325/0001-04,31/12/2022,outro,Demonstrações Financeiras,,,434693
3RD - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40.975.325/0001-04,03/2023,outro,Informe Trimestral,,,465383
