role,participant,pl_brl_current,pl_dated_brl_current,vehicles_current,funds_current,share_current,dated_coverage_current,rank_current,pl_brl_previous,pl_dated_brl_previous,vehicles_previous,funds_previous,share_previous,dated_coverage_previous,rank_previous,delta_pl_brl,delta_share_pp,delta_rank,competencia_current,competencia_previous,history_quality
gestor,LANNER CORRETORA DE VALORES S.A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9249875.24,9249875.24,1.0,1.0,1.1819416307330842e-05,1.0,458.0,-9249875.24,-0.001181941630733,458.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LESTE CREDIT GESTAO DE RECURSOS LTDA. E LESTE FINANCIAL SERVICES GESTAO DE RECURSOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157868860.94,157868860.94,1.0,1.0,0.0002017235628589,1.0,257.0,-157868860.94,-0.0201723562858992,257.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LIBERTAS ASSET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638202656.53,638202656.53,12.0,12.0,0.0008154902298955,1.0,140.0,-638202656.53,-0.0815490229895527,140.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LIBERTAS ASSET S.A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53002330.44,53002330.44,1.0,1.0,6.772595223987841e-05,1.0,349.0,-53002330.44,-0.0067725952239878,349.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LIBERTAS ASSET SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28050668.56,28050668.56,1.0,1.0,3.5842919045640724e-05,1.0,403.0,-28050668.56,-0.003584291904564,403.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LIBERTAS S A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75705386.09,75705386.09,1.0,1.0,9.673573444920576e-05,1.0,321.0,-75705386.09,-0.0096735734449205,321.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,M ASSET MANAGEMENT LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1773524.07,1773524.07,1.0,1.0,2.266194815661294e-06,1.0,486.0,-1773524.07,-0.0002266194815661,486.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MAM ASSET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8622263.82,8622263.82,1.0,1.0,1.101745947442819e-05,1.0,461.0,-8622263.82,-0.0011017459474428,461.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MATTERHORN GESTORA DE RECURSOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752473.63,752473.63,1.0,1.0,9.615047622262238e-07,1.0,495.0,-752473.63,-9.615047622262238e-05,495.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MAV CAPITAL GESTORA DE RECURSOS SS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239566900.06,239566900.06,2.0,2.0,0.0003061166612303,1.0,218.0,-239566900.06,-0.0306116661230326,218.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,"MDA E FUNDOS 21, B3 SEGMENTO CETIP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,122133090.56,122133090.56,1.0,1.0,0.0001560606824173,1.0,280.0,-122133090.56,-0.0156060682417331,280.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MENESTYS GESTAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2151650.01,2151650.01,1.0,1.0,2.7493611055301725e-06,1.0,481.0,-2151650.01,-0.000274936110553,481.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MENESTYS GESTORA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236169421.83,236169421.83,2.0,2.0,0.0003017753908289,1.0,222.0,-236169421.83,-0.030177539082899,222.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MERITO INVESTIMENTOS SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472502.58,0.0,1.0,1.0,1.881551972871662e-06,0.0,489.0,-1472502.58,-0.0001881551972871,489.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MILENIO CAPITAL GESTAO DE INVESTIMENTO LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515936599.62,515936599.62,1.0,1.0,0.0006592596441438,1.0,157.0,-515936599.62,-0.0659259644143854,157.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MILENIO CAPITAL GESTAO DE INVESTIMENTOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101934479.92,101934479.92,1.0,1.0,0.0001302510599316,1.0,295.0,-101934479.92,-0.0130251059931672,295.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MILENIO CAPITAL GESTAO DE RECURSOS DE INVESTIMENTOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87106380.38,87106380.38,1.0,1.0,0.0001113038334056,1.0,310.0,-87106380.38,-0.0111303833405642,310.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MOSAICO GESTORA DE RECURSOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9706489.26,9706489.26,1.0,1.0,1.240287403558274e-05,1.0,455.0,-9706489.26,-0.0012402874035582,455.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,NAO SH ASSET CAPITAL GESTAO DE RECURSOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41596503.5,41596503.5,1.0,1.0,5.315167816207697e-05,1.0,374.0,-41596503.5,-0.0053151678162076,374.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,NOVA SRM ADMINISTRACAO DE RECURSOS DE TERCEIROS S/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106994121.63,106994121.63,1.0,1.0,0.0001367162294809,1.0,290.0,-106994121.63,-0.0136716229480967,290.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,NOVA SRM ADMINISTRACAO DE RECURSOS E FINANCAS S/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369773624.75,369773624.75,1.0,1.0,0.0004724937685095,1.0,186.0,-369773624.75,-0.0472493768509572,186.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,NOVA SRM ADMINISTRACAO DE RECURSOS S E FINANCAS S/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37863724.43,37863724.43,1.0,1.0,4.8381963039776434e-05,1.0,382.0,-37863724.43,-0.0048381963039776,382.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,OURO PRETO GESTAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87755227.29,87755227.29,1.0,1.0,0.0001121329247771,1.0,308.0,-87755227.29,-0.011213292477715,308.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,OURO PRETO GESTAO DE RECURSOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64028588.16,64028588.16,2.0,2.0,8.181521581621618e-05,1.0,334.0,-64028588.16,-0.0081815215816216,334.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,OURO PRETO GESTAO RECURSOS S.A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40109625.44,40109625.44,1.0,1.0,5.125175731629306e-05,1.0,379.0,-40109625.44,-0.0051251757316293,379.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,OURO PRETO GESTORA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10135275.52,10135275.52,1.0,1.0,1.2950773675557064e-05,1.0,451.0,-10135275.52,-0.0012950773675557,451.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PETRA CAPITAL GESTAO DE INVESTIMENTOS S.A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,924582349.18,924582349.18,2.0,2.0,0.0011814239016015,1.0,115.0,-924582349.18,-0.1181423901601547,115.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PRADA ADMINISTRADORA DE RECURSOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58390204.3,35523033.95,2.0,2.0,7.461053419481575e-05,0.6083731745052312,342.0,-58390204.3,-0.0074610534194815,342.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PRAVALER S.A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1673638327.0800002,1673638327.0800002,3.0,3.0,0.0021385616154173,1.0,82.0,-1673638327.0800002,-0.2138561615417341,82.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,QUARTZO ASSET LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5253386.84,5253386.84,1.0,1.0,6.712735520680735e-06,1.0,466.0,-5253386.84,-0.000671273552068,466.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,QUASAR ASSET MANAGEMENT LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88532834.96,88532834.96,1.0,1.0,0.0001131265456138,1.0,307.0,-88532834.96,-0.0113126545613868,307.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,QUATA GESTAO DE RECURSOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237883506.82,237883506.82,2.0,2.0,0.0003039656348655,1.0,220.0,-237883506.82,-0.0303965634865509,220.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,RADIX PORTFOLIO GESTAO DE INVESTIMENTOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112804857.21,112804857.21,3.0,3.0,0.0001441411407462,1.0,285.0,-112804857.21,-0.014414114074624,285.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,REDWOOD ASSET MANAGEMENT ADMINISTRACAO DE RECURSOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402908.94,402908.94,1.0,1.0,5.148338082671679e-07,1.0,499.0,-402908.94,-5.148338082671679e-05,499.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,RIVIERA GESTORA DE RECURSOS LTDA,0.0,0.0,1.0,1.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-468.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,RIZA CREDITO ESTRUTURADO GESTORA DE RECURSOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416973414.88,416973414.88,2.0,2.0,0.0005328052813343,1.0,173.0,-416973414.88,-0.0532805281334378,173.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ROOT CAPITAL GESTAO DE RECURSOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28101002.4,28101002.4,1.0,1.0,3.5907235222223725e-05,1.0,402.0,-28101002.4,-0.0035907235222223,402.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,RUN INVESTIMENTOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12323118.62,12323118.62,1.0,1.0,1.5746382020867165e-05,1.0,446.0,-12323118.62,-0.0015746382020867,446.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SOLIS INVESTIMENTOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6779378099.75,6779378099.75,44.0,44.0,0.0086626348990353,1.0,24.0,-6779378099.75,-0.8662634899035323,24.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SQUALO GESTAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6819953.9,6819953.9,1.0,1.0,8.714482330780559e-06,1.0,463.0,-6819953.9,-0.000871448233078,463.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SQUALO GESTORA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17270029.14,17270029.14,1.0,1.0,2.206750456078528e-05,1.0,434.0,-17270029.14,-0.0022067504560785,434.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,STRIVO GESTORA DE RECURSOS S/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74039361.82,74039361.82,1.0,1.0,9.460690201478614e-05,1.0,324.0,-74039361.82,-0.0094606902014786,324.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,STRUTTURA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42626197.04,42626197.04,1.0,1.0,5.446741229928996e-05,1.0,371.0,-42626197.04,-0.0054467412299289,371.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,TAG INVESTIMENTOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19172896.93,19172896.93,1.0,1.0,2.4498973743262663e-05,1.0,428.0,-19172896.93,-0.0024498973743262,428.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,TERCON GESTORA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22346930.86,22346930.86,1.0,1.0,2.8554728812264375e-05,1.0,421.0,-22346930.86,-0.0028554728812264,421.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,TERCON INVESTIMENTO LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13373472.0,13373472.0,1.0,1.0,1.7088515135738458e-05,1.0,443.0,-13373472.0,-0.0017088515135738,443.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,TERCON INVESTIMENTOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500484020.51,500484020.51,9.0,9.0,0.0006395144626377,1.0,161.0,-500484020.51,-0.0639514462637703,161.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,TERCON INVESTIMENTOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4660503370.13,4660503370.13,35.0,35.0,0.0059551537835968,1.0,35.0,-4660503370.13,-0.5955153783596855,35.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,TERRA INVESTIMENTOS DTVM LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18513601.96,18513601.96,1.0,1.0,2.3656531924581532e-05,1.0,431.0,-18513601.96,-0.0023656531924581,431.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,TRUSTEE DTVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27672195.75,27672195.75,1.0,1.0,3.535930952807113e-05,1.0,405.0,-27672195.75,-0.0035359309528071,405.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,TYR GESTAO DE RECURSOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41432199.22,41432199.22,3.0,3.0,5.294173147241802e-05,1.0,375.0,-41432199.22,-0.0052941731472418,375.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,UNION CAPITAL LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2186678.39,2186678.39,1.0,1.0,2.79412008822445e-06,1.0,480.0,-2186678.39,-0.0002794120088224,480.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VALORA GESTAO DE INVESTIMENTOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105861457.59,105861457.59,1.0,1.0,0.0001352689204656,1.0,292.0,-105861457.59,-0.0135268920465683,292.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VALORA GESTAO DE INVESTIMENTOS RENDA FIXA LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299405604.88,299405604.88,4.0,4.0,0.0003825780777584,1.0,203.0,-299405604.88,-0.0382578077758476,203.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VALORA RENDA FIXA LTDA E EXT CAPITAL LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184740425.24,184740425.24,1.0,1.0,0.0002360598319491,1.0,240.0,-184740425.24,-0.0236059831949137,240.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,W CAPITAL PARTNERS GESTORA DE RECURSOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22199859.24,22199859.24,1.0,1.0,2.8366801877179186e-05,1.0,422.0,-22199859.24,-0.0028366801877179,422.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,WESTERN ASSET MANAGEMENT COMPANY DTVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216651531.64,216651531.64,1.0,1.0,0.0002768355874683,1.0,233.0,-216651531.64,-0.0276835587468314,233.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,XP VISTA ASSET MANAGMENT LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221436192.56,221436192.56,1.0,1.0,0.0002829493887721,1.0,228.0,-221436192.56,-0.0282949388772179,228.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ZEUS CAPITAL GESTAO DE RECURSOS E INVESTIMENTOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83604073.69,83604073.69,2.0,2.0,0.0001068286140398,1.0,317.0,-83604073.69,-0.0106828614039866,317.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ID GESTORA E ADMINISTRADORA DE RECURSOS LTDA,-34714.69,-34714.69,4.0,4.0,-3.621637821669598e-08,0.0,469.0,89495675.37,89588405.75,5.0,5.0,0.0001143568553583,1.0010361436976325,306.0,-89530390.06,-0.0114393071736599,-163.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,RJI GESTAO & INVESTIMENTOS LTDA,-51823.91000000015,-51823.91000000015,9.0,9.0,-5.406570893267429e-08,0.0,470.0,25366529.0,2999414.58,2.0,2.0,3.241314706888747e-05,0.1182430036052626,413.0,-25418352.91,-0.003246721277782,-57.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
